教育招生考试院上面给的招生信息/选考信息网址,,三种编号也不知道是啥,,,所在地区,,,办学层次,,找不到名称的话这边有2020年和2024年招生用的学校名,
武汉东湖学院,http://zs.wdu.edu.cn/,4142011798,11798,B798,湖北省教育厅,湖北,武汉市,本科,民办,武汉东湖学院,武汉东湖学院
汉口学院,http://zs.hkxy.edu.cn/,4142011800,11800,B800,湖北省教育厅,湖北,武汉市,本科,民办,汉口学院,汉口学院
湖北中医药高等专科学校,,4142012951,11965,,湖北省,湖北,荆州市,专科,,,
湖北职业技术学院,https://zs.hbvtc.edu.cn/,4142012051,12051,,湖北省,湖北,孝感市,专科,,,
武汉船舶职业技术学院,http://zsw.wspc.edu.cn/,4142012052,12052,C052,湖北省,湖北,武汉市,专科,,武汉船舶职业技术学院,武汉船舶职业技术学院
武昌首义学院,http://zs.wsyu.edu.cn,4142012309,12309,C309,湖北省教育厅,湖北,武汉市,本科,民办,武昌首义学院,武昌首义学院
武昌理工学院,https://zs.wut.edu.cn/,4142012310,12310,C310,湖北省教育厅,湖北,武汉市,本科,民办,武昌理工学院,武昌理工学院
恩施职业技术学院,https://www.eszy.edu.cn,4142012347,12347,,湖北省,湖北,恩施土家族苗族自治州,专科,,,
襄阳职业技术学院,https://zsxx.hbxytc.cn,4142012354,12354,,湖北省,湖北,襄阳市,专科,,,
武汉生物工程学院,http://zsw.whsw.cn/,4142012362,12362,C362,湖北省教育厅,湖北,武汉市,本科,民办,武汉生物工程学院,武汉生物工程学院
武汉工贸职业学院,www.whgmxy.com,4142012369,12369,,湖北省教育厅,湖北,武汉市,专科,民办,,
荆州职业技术学院,http://www.jzit.net.cn/zb/,4142012737,12737,,湖北省,湖北,荆州市,专科,,,
仙桃职业学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc.do,4142012740,12740,,湖北省,湖北,仙桃市,专科,,,
湖北轻工职业技术学院,http://zs.hbliti.com/,4142012744,12744,,湖北省,湖北,武汉市,专科,,,
湖北交通职业技术学院,http://www.hbctc.edu.cn/zsw/,4142012752,12752,C752,湖北省,湖北,武汉市,专科,,湖北交通职业技术学院,湖北交通职业技术学院
武汉铁路职业技术学院,https://zjc.wru.edu.cn/,4142012977,12977,,湖北省,湖北,武汉市,专科,,,
武汉软件工程职业学院,http://www.whvcse.edu.cn/,4142012978,12978,,湖北省,湖北,武汉市,专科,,,
湖北三峡职业技术学院,https://zs.tgc.edu.cn/,4142012979,12979,,湖北省,湖北,宜昌市,专科,,,
随州职业技术学院,https://zsc.szvtc.cn/,4142012980,12980,,湖北省,湖北,随州市,专科,,,
湖北水利水电职业技术学院,http://www.hbsy.cn/,4142012982,12982,,湖北省,湖北,武汉市,专科,,,
湖北城市建设职业技术学院,https://zhaosheng.hbucvc.edu.cn/,4142012983,12983,,湖北省,湖北,武汉市,专科,,,
武汉警官职业学院,http://zs.whpa.cn,4142012984,12984,,湖北省,湖北,武汉市,专科,,,
湖北生物科技职业学院,http://zs.hbskzy.cn/,4142012985,12985,,湖北省,湖北,武汉市,专科,,,
湖北开放职业学院,http://hbou.cn/web-hbousite/dpthtml/art/126,4142012986,12986,,湖北省教育厅,湖北,武汉市,专科,民办,,
武汉科技职业学院,http://www.whkjz.com/video_complex.aspx?nid=15,4142012987,12987,,湖北省教育厅,湖北,武汉市,专科,民办,,
武汉信息传播职业技术学院,www.whinfo.cn,4142012989,12989,,湖北省教育厅,湖北,武汉市,专科,民办,,
武昌职业学院,http://zs.wczy.cn/,4142012990,12990,C990,湖北省教育厅,湖北,武汉市,专科,民办,武昌职业学院,武昌职业学院
武汉商贸职业学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc.do,4142012991,12991,,湖北省教育厅,湖北,武汉市,专科,民办,,
武汉晴川学院,https://zs.qcuwh.cn/,4142013188,13188,D188,湖北省教育厅,湖北,武汉市,本科,民办,武汉晴川学院,
湖北大学知行学院,http://zsb.hudazx.cn/index.htm,4142013234,13234,D234,湖北省教育厅,湖北,武汉市,本科,民办,湖北大学知行学院,
武汉城市学院,http://www.city.wust.edu.cn/zsw/index.aspx,4142013235,13235,,湖北省教育厅,湖北,武汉市,本科,民办,,
三峡大学科技学院,http://kjxy.ctgu.edu.cn/zs_zz_/sy.htm,4142013236,13236,D236,湖北省教育厅,湖北,宜昌市,本科,民办,三峡大学科技学院,三峡大学科技学院
武汉文理学院,http://zsjy.whwl.edu.cn/,4142013237,13237,,湖北省教育厅,湖北,武汉市,本科,民办,,
湖北工业大学工程技术学院,http://hbutgcxy.jysd.com,4142013238,13238,D238,湖北省教育厅,湖北,武汉市,本科,民办,湖北工业大学工程技术学院,湖北工业大学工程技术学院
武汉工程大学邮电与信息工程学院,http://zsjy.witpt.edu.cn/,4142013239,13239,D239,湖北省教育厅,湖北,武汉市,本科,民办,武汉工程大学邮电与信息工程学院,武汉工程大学邮电与信息工程学院
武汉纺织大学外经贸学院,http://zjc.whcibe.com/,4142013240,13240,D240,湖北省教育厅,湖北,武汉市,本科,民办,武汉纺织大学外经贸学院,武汉纺织大学外经贸学院
武昌工学院,http://www.wuit.edu.cn/,4142013241,13241,D241,湖北省教育厅,湖北,武汉市,本科,民办,武昌工学院,
武汉工商学院,http://zjb.wtbu.edu.cn/,4142013242,13242,D242,湖北省教育厅,湖北,武汉市,本科,民办,武汉工商学院,武汉工商学院
荆州学院,http://yucte.yangtzeu.edu.cn/info/1005/1486.htm,4142013245,13245,D245,湖北省教育厅,湖北,荆州市,本科,民办,荆州学院,
长江大学文理学院,http://http://wlxy.yangtzeu.edu.cn/zsw,4142013246,13246,,湖北省教育厅,湖北,荆州市,本科,民办,,
湖北商贸学院,http://bkzs.hbc.edu.cn,4142013247,13247,,湖北省教育厅,湖北,武汉市,本科,民办,,
湖北汽车工业学院科技学院,http://kyzb.huat.edu.cn/,4142013248,13248,,湖北省教育厅,湖北,十堰市,本科,民办,,
湖北医药学院药护学院,http://yhgj.hbmu.edu.cn,4142013249,13249,D249,湖北省教育厅,湖北,十堰市,本科,民办,湖北医药学院药护学院,湖北医药学院药护学院
湖北恩施学院,,4142013250,13250,,湖北省教育厅,湖北,恩施土家族苗族自治州,本科,民办,,
湖北经济学院法商学院,http://www.hbfs.edu.cn/zs/,4142013251,13251,D251,湖北省教育厅,湖北,武汉市,本科,民办,湖北经济学院法商学院,湖北经济学院法商学院
武汉体育学院体育科技学院,https://kjxy.whsu.edu.cn/zsjy.htm,4142013253,13253,D253,湖北省教育厅,湖北,武汉市,本科,民办,武汉体育学院体育科技学院,武汉体育学院体育科技学院
湖北师范大学文理学院,http://zsxx.wlxy.hbnu.edu.cn/,4142013256,13256,D256,湖北省教育厅,湖北,黄石市,本科,民办,湖北师范大学文理学院,湖北师范大学文理学院
湖北文理学院理工学院,http://zsw.hbasstu.net/,4142013257,13257,D257,湖北省教育厅,湖北,襄阳市,本科,民办,湖北文理学院理工学院,湖北文理学院理工学院
湖北工程学院新技术学院,http://www.hbeutc.cn/,4142013258,13258,,湖北省教育厅,湖北,孝感市,本科,民办,,
文华学院,http://www.hustwenhua.net/,4142013262,13262,D262,湖北省教育厅,湖北,武汉市,本科,民办,文华学院,文华学院
湖北艺术职业学院,www.artcollegehb.cn,4142013263,13263,,湖北省,湖北,武汉市,专科,,,
武汉交通职业学院,https://zs.whtcc.edu.cn/,4142013264,13264,D264,湖北省,湖北,武汉市,专科,,武汉交通职业学院,武汉交通职业学院
咸宁职业技术学院,http://zhaoban.xnec.cn,4142013265,13265,,湖北省,湖北,咸宁市,专科,,,
长江工程职业技术学院,http://zs.cj-edu.com.cn/,4142013266,13266,,湖北省,湖北,武汉市,专科,,,
武汉学院,https://zs.whxy.edu.cn/,4142013634,13634,D634,湖北省教育厅,湖北,武汉市,本科,民办,武汉学院,武汉学院
武汉工程科技学院,http://zs.wuhues.com/,4142013664,13664,D664,湖北省教育厅,湖北,武汉市,本科,民办,武汉工程科技学院,武汉工程科技学院
武汉华夏理工学院,www.hxut.edu.cn,4142013666,13666,D666,湖北省教育厅,湖北,武汉市,本科,民办,武汉华夏理工学院,
武汉传媒学院,http://www.whmc.edu.cn,4142013686,13686,D686,湖北省教育厅,湖北,武汉市,本科,民办,武汉传媒学院,
江汉艺术职业学院,https://www.hbjhart.cn/zhaoshengxinxiwang/,4142013793,13793,,湖北省,湖北,潜江市,专科,,,
武汉民政职业学院,http://www.whmzxy.cn/,4142013796,13796,,湖北省,湖北,武汉市,专科,,,
黄冈科技职业学院,http://www.hbhgkj.com,4142013799,13799,,湖北省教育厅,湖北,黄冈市,专科,民办,,
湖北国土资源职业学院,http://zsxx.hbgt.com.cn/info/1022/1771.htm,4142013800,13800,,湖北省,湖北,武汉市,专科,,,
湖北生态工程职业技术学院,https://gaokao.chsi.com.cn/sch/schoolInfoMain--schId-2040.dhtml,4142013801,13801,,湖北省,湖北,武汉市,专科,,,
三峡电力职业学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc.do,4142014061,14061,,湖北省,湖北,宜昌市,专科,,,
湖北第二师范学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc.do,4142014099,14099,E099,湖北省,湖北,武汉市,本科,,湖北第二师范学院,湖北第二师范学院
湖北科技职业学院,www.hubstc.edu.cn,4142014119,14119,,湖北省,湖北,武汉市,专科,,,
湖北工程职业学院,zs.hbei.com.cn,4142014197,14197,,湖北省,湖北,黄石市,专科,,,
天门职业学院,,4142014355,14355,,湖北省,湖北,天门市,专科,,,
湖北体育职业学院,http://www.hbtyzy.com,4142014356,14356,,湖北省,湖北,武汉市,专科,,,
襄阳汽车职业技术学院,http://zsb.xyqczy.com/,4142014357,14357,,湖北省,湖北,襄阳市,专科,,,
湖北铁道运输职业学院,http://zsjyzdc.hcrt.edu.cn/view/11020.html,4142014553,14553,,湖北省,湖北,武汉市,专科,,,
武汉海事职业学院,http://www.whmvc.net/view/562.html,4142014554,14554,,湖北省,湖北,武汉市,专科,,,
长江艺术工程职业学院,www.cjchuanxi.com,4142014555,14555,,湖北省教育厅,湖北,荆州市,专科,民办,,
荆门职业学院,,4142014571,14571,,湖北省,湖北,荆门市,专科,,,
武汉铁路桥梁职业学院,http://www.qlxyedu.com/,4142014590,14590,,湖北省,湖北,武汉市,专科,,,
武汉光谷职业学院,zs.whggvc.net,4142014591,14591,,湖北省教育厅,湖北,武汉市,专科,民办,,
湖北健康职业学院,www.hbhvc.net,4142014721,14721,,湖北省教育厅,湖北,咸宁市,专科,民办,,
湖北孝感美珈职业学院,,4142014755,14755,,湖北省教育厅,湖北,孝感市,专科,民办,,
海军工程大学,无,,91016,P016,,湖北,,,,海军工程大学,
空军预警学院,无,,91026,P026,,湖北,,,,空军预警学院,
湘潭大学,zhaosheng.xtu.edu.cn,4143010530,10530,A530,湖南省,湖南,湘潭市,本科,,湘潭大学,湘潭大学
吉首大学,http://jsuzs.jysd.com/,4143010531,10531,A531,湖南省,湖南,湘西土家族苗族自治州,本科,,吉首大学,吉首大学
湖南大学,admi.hnu.edu.cn,4143010532,10532,A532,教育部,湖南,长沙市,本科,,湖南大学,湖南大学
中南大学,http://zhaosheng.csu.edu.cn,4143010533,10533,A533,教育部,湖南,长沙市,本科,,中南大学,中南大学
湖南科技大学,http://zs.hnust.edu.cn/,4143010534,10534,A534,湖南省,湖南,湘潭市,本科,,湖南科技大学,湖南科技大学
长沙理工大学,http://zs.csust.edu.cn/recruit/index/index,4143010536,10536,A536,湖南省,湖南,长沙市,本科,,长沙理工大学,长沙理工大学
湖南农业大学,zs.hunau.edu.cn,4143010537,10537,A537,湖南省,湖南,长沙市,本科,,湖南农业大学,湖南农业大学
中南林业科技大学,zs.csuft.edu.cn,4143010538,10538,A538,湖南省,湖南,长沙市,本科,,中南林业科技大学,中南林业科技大学
湖南中医药大学,http://zsjy.hnucm.edu.cn/,4143010541,10541,A541,湖南省,湖南,长沙市,本科,,湖南中医药大学,湖南中医药大学
湖南师范大学,https://zsb.hunnu.edu.cn/,4143010542,10542,A542,湖南省,湖南,长沙市,本科,,湖南师范大学,湖南师范大学
湖南理工学院,www.hnist.cn,4143010543,10543,A543,湖南省,湖南,岳阳市,本科,,湖南理工学院,湖南理工学院
湘南学院,https://zs.xnu.edu.cn/,4143010545,10545,A545,湖南省,湖南,郴州市,本科,,湘南学院,湘南学院
衡阳师范学院,http://zs.hynu.cn/,4143010546,10546,A546,湖南省,湖南,衡阳市,本科,,衡阳师范学院,衡阳师范学院
邵阳学院,http://zsjy.hnsyu.net/zhaosheng/,4143010547,10547,A547,湖南省,湖南,邵阳市,本科,,邵阳学院,邵阳学院
怀化学院,http://zsb.hhtc.edu.cn/,4143010548,10548,A548,湖南省,湖南,怀化市,本科,,怀化学院,怀化学院
湖南文理学院,http://www.huas.edu.cn/,4143010549,10549,A549,湖南省,湖南,常德市,本科,,湖南文理学院,湖南文理学院
湖南科技学院,http://zs.huse.cn/,4143010551,10551,A551,湖南省,湖南,永州市,本科,,湖南科技学院,湖南科技学院
湖南人文科技学院,http://hnrkuzs.university-hr.cn/showarticle_zs.php?actiontype=14&id=157,4143010553,10553,A553,湖南省,湖南,娄底市,本科,,湖南人文科技学院,湖南人文科技学院
湖南工商大学,http://admi.hutb.edu.cn,4143010554,10554,A554,湖南省,湖南,长沙市,本科,,湖南工商大学,湖南工商大学
南华大学,http://zsw.usc.edu.cn/static/front/usc/basic/html_cms/,4143010555,10555,A555,湖南省,湖南,衡阳市,本科,,南华大学,南华大学
长沙医学院,www.csmu.edu.cn,4143010823,10823,A823,湖南省教育厅,湖南,长沙市,本科,民办,长沙医学院,长沙医学院
长沙民政职业技术学院,http://zs.csmzxy.edu.cn/,4143010827,10827,,湖南省,湖南,长沙市,专科,,,
湖南工业职业技术学院,http://www.hunangy.com/zsjyc/,4143010830,10830,,湖南省,湖南,长沙市,专科,,,
长沙学院,http://zsjy.ccsu.cn/zssy.htm,4143011077,11077,B077,湖南省,湖南,长沙市,本科,,长沙学院,长沙学院
湖南工程学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-780.dhtml,4143011342,11342,B342,湖南省,湖南,湘潭市,本科,,湖南工程学院,湖南工程学院
湖南城市学院,www.hncu.edu.cn,4143011527,11527,B527,湖南省,湖南,益阳市,本科,,湖南城市学院,湖南城市学院
湖南工学院,http://zs.hnit.edu.cn/,4143011528,11528,B528,湖南省,湖南,衡阳市,本科,,湖南工学院,湖南工学院
湖南财政经济学院,http://hncyzs.bibibi.net/,4143011532,11532,B532,湖南省,湖南,长沙市,本科,,湖南财政经济学院,湖南财政经济学院
湖南工业大学,http://zsb.hut.edu.cn/,4143011535,11535,B535,湖南省,湖南,株洲市,本科,,湖南工业大学,湖南工业大学
湖南女子学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc.do,4143011538,11538,B538,湖南省,湖南,长沙市,本科,,湖南女子学院,湖南女子学院
湖南第一师范学院,http://zhaosheng.hnfnu.edu.cn,4143012034,12034,C034,湖南省,湖南,长沙市,本科,,湖南第一师范学院,湖南第一师范学院
长沙航空职业技术学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-963.dhtml,4143012055,12055,C055,空军装备部,湖南,长沙市,专科,,长沙航空职业技术学院,长沙航空职业技术学院
湖南医药学院,http://zs.hnmu.com.cn/,4143012214,12214,C214,湖南省,湖南,怀化市,本科,,湖南医药学院,湖南医药学院
湖南大众传媒职业技术学院,www.hnmmc.cn:85,4143012300,12300,,湖南省,湖南,长沙市,专科,,,
永州职业技术学院,http://hnyzzy.com/zsc/,4143012301,12301,,湖南省,湖南,永州市,专科,,,
湖南铁道职业技术学院,http://zs.hnrpc.com/zsxt-web/index.do,4143012302,12302,,湖南省,湖南,株洲市,专科,,,
湖南涉外经济学院,http://zs.hieu.edu.cn,4143012303,12303,C303,湖南省教育厅,湖南,长沙市,本科,民办,湖南涉外经济学院,
湖南科技职业学院,http://zsb.hnkjxy.net.cn/index.php,4143012304,12304,,湖南省,湖南,长沙市,专科,,,
湖南生物机电职业技术学院,http://hnbemczs.university-hr.cn/,4143012343,12343,,湖南省,湖南,长沙市,专科,,,
湖南交通职业技术学院,http://zsw.hnjtzy.com.cn/index.html,4143012397,12397,,湖南省,湖南,长沙市,专科,,,
湖南商务职业技术学院,http://www.hnswxy.com/zhaosheng/,4143012401,12401,,湖南省,湖南,长沙市,专科,,,
湖南体育职业学院,http://www.hntyxy.net/,4143012423,12423,C423,湖南省,湖南,长沙市,专科,,湖南体育职业学院,
湖南工程职业技术学院,http://hngczyzs.bibibi.net/recruit/index/index,4143012425,12425,,湖南省,湖南,长沙市,专科,,,
保险职业学院,https://gaokao.chsi.com.cn/,4143012596,12596,,湖南省,湖南,长沙市,专科,,,
湘潭大学兴湘学院,https://xxxy.xtu.edu.cn/zsjy/zsdt.htm,4143012599,12599,,湖南省教育厅,湖南,湘潭市,本科,民办,,
邵阳职业技术学院,https://pzjh.chsi.com.cn/,4143012600,12600,,湖南省,湖南,邵阳市,专科,,,
湖南司法警官职业学院,http://www.hnsfjy.cn/zsb,4143012601,12601,,湖南省,湖南,长沙市,专科,,,
长沙商贸旅游职业技术学院,http://jyzs.hncpu.com:8080/,4143012603,12603,,湖南省,湖南,长沙市,专科,,,
